Type,City,Bedrooms,Area,Price,Predicted_Price,Discount_pct
Apartment,New Hut - El Tagamoa,3.0,150.0,1250000,2042502.6363918784,38.8
Town House,North Coast,4.0,170.0,500000,817341.0842333824,38.8
Town House,North Coast,4.0,170.0,500000,817341.0842333824,38.8
Apartment,New Hut - El Tagamoa,3.0,185.0,1265000,2067797.1240324082,38.8
Town House,New Hut - El Tagamoa,4.0,235.0,1550000,2533074.8212973964,38.8
Apartment,Obour City,3.0,180.0,440000,718585.2872614295,38.8
Apartment,Sidi Beshr,2.0,100.0,380000,621383.016949182,38.8
Stand Alone Villa,6th of October,4.0,320.0,2700000,4409195.751982777,38.8
Chalet,North Coast,2.0,100.0,278505,454133.59983556607,38.7
Stand Alone Villa,Agami,4.0,530.0,1350000,2202184.4306561826,38.7
Apartment,New Hut - El Tagamoa,3.0,169.0,250000,407755.1961671481,38.7
Chalet,Ain Sukhna,3.0,155.0,460000,750579.4506614369,38.7
Apartment,Agami,3.0,120.0,260000,424290.49486959097,38.7
Chalet,North Coast,2.0,75.0,195000,318207.46630977374,38.7
Apartment,New Hut - El Tagamoa,3.0,155.0,1350000,2200742.341846081,38.7
Stand Alone Villa,Ras Sedr,4.0,315.0,2600000,4238175.420177809,38.7
Apartment,New Hut - El Tagamoa,3.0,145.0,432000,705161.2484616648,38.7
Stand Alone Villa,New Hut - El Tagamoa,5.0,850.0,9500000,15461797.7306667,38.6
Stand Alone Villa,North Coast,5.0,710.0,4000000,6518509.736579963,38.6
Apartment,Maadi,3.0,150.0,590000,960469.2437114285,38.6
Stand Alone Villa,New Hut - El Tagamoa,5.0,600.0,5700000,9281200.336322306,38.6
Town House,New Hut - El Tagamoa,4.0,225.0,2234000,3638054.61625926,38.6
Chalet,North Coast,2.0,113.0,2850848,4642949.246811099,38.6
Apartment,New Hut - El Tagamoa,2.0,144.0,360000,586429.3660483778,38.6
Stand Alone Villa,West Somid,,550.0,4000000,6518848.5352638755,38.6
Stand Alone Villa,Shorouk City,3.0,165.0,480000,781957.7222475974,38.6
Town House,New Hut - El Tagamoa,3.0,176.0,1100000,1788649.4461098053,38.5
Chalet,North Coast,2.0,200.0,1850000,3009961.557111246,38.5
Chalet,Hurghada,1.0,57.0,570000,926563.7163720443,38.5
Apartment,Sharq District,2.0,58.0,240000,390036.10299719824,38.5
Apartment,Madinaty,2.0,74.0,335000,544556.4879791467,38.5
Chalet,Ain Sukhna,2.0,100.0,625000,1015869.2898711374,38.5
Apartment,New Hut - El Tagamoa,3.0,125.0,270000,438907.99788122746,38.5
Apartment,Madinaty,2.0,74.0,335000,544556.4879791467,38.5
Chalet,North Coast,2.0,135.0,500000,812947.1378722735,38.5
Twin House,North Coast,4.0,270.0,850000,1381357.5916349937,38.5
Apartment,Sidi Beshr,4.0,120.0,465000,756534.716708043,38.5
Chalet,North Coast,3.0,130.0,390000,633023.6771210976,38.4
Chalet,Ain Sukhna,3.0,125.0,315000,511355.0629613077,38.4
Apartment,Mohandessin,3.0,231.0,2500000,4055577.7388110477,38.4
Apartment,New Capital City,3.0,119.0,600000,974223.5708245637,38.4
Stand Alone Villa,North Coast,3.0,180.0,1000000,1624333.7398792722,38.4
Chalet,North Coast,3.0,125.0,507000,822780.5346616842,38.4
Stand Alone Villa,Shorouk City,3.0,174.0,500000,811242.0276916269,38.4
Town House,Sheikh Zayed,5.0,365.0,3500000,5678653.316639037,38.4
Apartment,Heliopolis,4.0,260.0,975000,1582884.556890734,38.4
Town House,Rehab City,3.0,300.0,4500000,7301880.810554077,38.4
Chalet,North Coast,1.0,81.0,1900000,3083116.0790429167,38.4
Apartment,Moharam Bik,3.0,95.0,490000,794557.1041105393,38.3
Apartment,New Hut - El Tagamoa,2.0,148.0,1840000,2982476.660801416,38.3
Twin House,Sheikh Zayed,3.0,288.0,3050000,4944260.27827288,38.3
Duplex,New Hut - El Tagamoa,7.0,440.0,6250000,10135139.59097618,38.3
Apartment,Shorouk City,4.0,210.0,290000,469716.49034296046,38.3
Chalet,North Coast,2.0,75.0,550000,892043.8894057246,38.3
Town House,Madinaty,4.0,295.0,800000,1295927.113173949,38.3
Twin House,New Hut - El Tagamoa,4.0,313.0,3700000,5992680.617814677,38.3
Apartment,6th of October,3.0,206.0,1503800,2437834.411568282,38.3
Duplex,New Hut - El Tagamoa,3.0,278.0,940000,1523568.5082478337,38.3
Twin House,Mostakbal City,2.0,130.0,1400000,2268448.829578184,38.3
Chalet,Ain Sukhna,2.0,100.0,300000,485652.08251073165,38.2
Chalet,North Coast,3.0,147.0,430000,695685.883150794,38.2
Chalet,Haram,3.0,120.0,520000,841668.5938524411,38.2
Chalet,North Coast,3.0,150.0,2258000,3654047.548536576,38.2
Town House,New Hut - El Tagamoa,,351.0,2700000,4368392.556503786,38.2
Chalet,North Coast,3.0,129.0,295000,477151.94252993714,38.2
Duplex,Ain Sukhna,4.0,155.0,580000,939270.3807688148,38.2
Twin House,New Hut - El Tagamoa,4.0,311.0,1200000,1942213.371417843,38.2
Twin House,6th of October,3.0,185.0,1665000,2692687.3907483444,38.2
Apartment,New Hut - El Tagamoa,3.0,180.0,454000,733230.5343817808,38.1
Chalet,North Coast,2.0,100.0,370000,598026.0882489845,38.1
Apartment,6th of October,2.0,145.0,1300000,2100827.497941724,38.1
Stand Alone Villa,New Hut - El Tagamoa,5.0,819.0,6482000,10469646.508483144,38.1
Chalet,New Hut - El Tagamoa,1.0,75.0,700000,1131613.4261799522,38.1
Twin House,North Coast,3.0,240.0,730000,1178526.841384959,38.1
Duplex,New Hut - El Tagamoa,3.0,225.0,1000000,1614870.4811341043,38.1
Stand Alone Villa,Borg al-Arab,4.0,300.0,1700000,2745918.818077292,38.1
Town House,New Hut - El Tagamoa,4.0,176.0,1385000,2236697.1588685033,38.1
Chalet,North Coast,4.0,190.0,2300000,3711642.594084393,38.0
Town House,Sheikh Zayed,4.0,275.0,3000000,4840307.772571155,38.0
Chalet,North Coast,3.0,132.0,380000,612859.4232951765,38.0
Stand Alone Villa,New Hut - El Tagamoa,4.0,265.0,1100000,1772986.3752343587,38.0
Apartment,6th of October,3.0,160.0,960000,1549539.2423770078,38.0
Chalet,North Coast,3.0,132.0,380000,612859.4232951765,38.0
Chalet,North Coast,3.0,132.0,380000,612859.4232951765,38.0
Chalet,North Coast,3.0,132.0,380000,612859.4232951765,38.0
Twin House,North Coast,3.0,116.0,280000,451485.8847911405,38.0
Stand Alone Villa,New Hut - El Tagamoa,4.0,850.0,9800000,15794671.35364297,38.0
Apartment,Shorouk City,4.0,210.0,265000,427513.8439470914,38.0
Chalet,North Coast,3.0,132.0,380000,612859.4232951765,38.0
Town House,New Hut - El Tagamoa,3.0,260.0,3600000,5806018.5339285005,38.0
Apartment,Zagazig,2.0,100.0,350000,564019.1803286163,37.9
Stand Alone Villa,Sheikh Zayed,4.0,400.0,3500000,5637849.878111386,37.9
Town House,New Hut - El Tagamoa,3.0,234.0,3805000,6122684.890282325,37.9
Apartment,New Nozha,3.0,160.0,400000,644542.927530045,37.9
Chalet,Ain Sukhna,1.0,82.0,599999,965758.7184577886,37.9
Apartment,New Hut - El Tagamoa,3.0,142.0,320000,515107.548525285,37.9
Twin House,New Hut - El Tagamoa,4.0,250.0,890000,1434286.8847860147,37.9
Town House,Nasr City,4.0,240.0,962000,1548385.513315657,37.9
Apartment,Nakheel,2.0,120.0,340000,547509.825392209,37.9
Chalet,Ain Sukhna,1.0,82.0,600000,965758.7184577886,37.9
Chalet,Ain Sukhna,2.0,100.0,330000,531305.4759538905,37.9
Twin House,New Hut - El Tagamoa,4.0,250.0,890000,1434286.8847860147,37.9
Apartment,Madinaty,3.0,180.0,500000,804100.8844921588,37.8
Stand Alone Villa,6th of October,6.0,500.0,1000000,1606711.5676348372,37.8
Apartment,Badr City,3.0,150.0,765000,1229848.305009216,37.8
Chalet,North Coast,3.0,125.0,310000,498606.51690592204,37.8
Apartment,Hurghada,3.0,142.0,1100000,1767661.5052359237,37.8
Apartment,Obour City,3.0,390.0,1350000,2169747.5224198415,37.8
Town House,New Hut - El Tagamoa,4.0,337.0,875000,1406101.1633341105,37.8
Stand Alone Villa,6th of October,6.0,500.0,1000000,1606711.5676348372,37.8
Apartment,New Hut - El Tagamoa,2.0,144.0,365000,586429.3660483778,37.8
Chalet,Ras Sedr,2.0,207.0,1467000,2357635.612350802,37.8
Stand Alone Villa,New Hut - El Tagamoa,5.0,660.0,13500000,21714775.06452136,37.8
Stand Alone Villa,6th of October,6.0,500.0,1000000,1606711.5676348372,37.8
Chalet,North Coast,2.0,120.0,400000,643595.3795588854,37.8
Chalet,North Coast,3.0,132.0,380000,609681.8073797096,37.7
Chalet,Ain Sukhna,1.0,60.0,224000,359496.3320893067,37.7
Stand Alone Villa,6th of October,5.0,500.0,1100000,1765950.6809633705,37.7
Apartment,New Capital City,3.0,174.0,260000,417121.7381399756,37.7
Stand Alone Villa,Madinaty,6.0,700.0,10000000,16048320.7930021,37.7
Chalet,North Coast,3.0,132.0,380000,609681.8073797096,37.7
Stand Alone Villa,6th of October,6.0,620.0,4650000,7461559.562127106,37.7
Chalet,North Coast,3.0,132.0,380000,609681.8073797096,37.7
Chalet,North Coast,3.0,115.0,1350000,2168108.586671846,37.7
Town House,North Coast,3.0,130.0,400000,642541.608097558,37.7
Chalet,North Coast,3.0,132.0,380000,609681.8073797096,37.7
Chalet,North Coast,3.0,132.0,380000,609681.8073797096,37.7
Apartment,Montazah,2.0,95.0,320000,513448.8398087622,37.7
Apartment,Zagazig,4.0,175.0,1200000,1926472.6432984592,37.7
Apartment,Manshiyya,4.0,180.0,1300000,2085702.9428505232,37.7
Chalet,North Coast,3.0,132.0,380000,609681.8073797096,37.7
Duplex,New Hut - El Tagamoa,3.0,320.0,3988000,6397820.616741232,37.7
Chalet,North Coast,3.0,132.0,380000,609681.8073797096,37.7
Apartment,Hurghada,2.0,40.0,235000,377304.3776431633,37.7
Town House,North Coast,4.0,230.0,980000,1571326.6911423777,37.6
Stand Alone Villa,Sheikh Zayed,5.0,500.0,2500000,4007820.7248637127,37.6
Apartment,New Capital City,3.0,145.0,280000,449044.1598874833,37.6
Chalet,Ain Sukhna,1.0,65.0,180000,288402.86419708823,37.6
Town House,North Coast,3.0,220.0,6900000,11064962.213745635,37.6
Town House,North Coast,4.0,230.0,980000,1571326.6911423777,37.6
Apartment,New Hut - El Tagamoa,2.0,122.0,275000,440393.79566993273,37.6
Chalet,North Coast,3.0,125.0,350000,560511.5899392478,37.6
Chalet,North Coast,3.0,135.0,350000,561016.0006443997,37.6
Apartment,Faisal,3.0,170.0,500000,801367.470402145,37.6
Chalet,North Coast,3.0,125.0,350000,560511.5899392478,37.6
Chalet,Ras Sedr,2.0,95.0,248000,397206.01622058504,37.6
Apartment,New Hut - El Tagamoa,2.0,128.0,290000,464718.765653543,37.6
Chalet,Ras Sedr,3.0,110.0,650000,1041984.6606681638,37.6
Apartment,Sheikh Zayed,3.0,200.0,700000,1121725.6748767544,37.6
Apartment,New Hut - El Tagamoa,2.0,122.0,275000,440393.79566993273,37.6
Apartment,Maadi,3.0,153.0,750000,1200803.27827744,37.5
Chalet,Ain Sukhna,3.0,120.0,320000,511697.64758620504,37.5
Chalet,North Coast,2.0,100.0,300000,480328.20174364094,37.5
Chalet,North Coast,2.0,73.0,590000,944156.3161404819,37.5
Apartment,Warraq,3.0,170.0,530000,848393.3899315792,37.5
Chalet,Alamein,3.0,136.0,770000,1231259.4821193167,37.5
Apartment,New Capital City,3.0,172.0,135000,215840.83885453624,37.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,247.0,900000,1440816.1061254013,37.5
Chalet,North Coast,3.0,103.0,335000,535850.7035666156,37.5
Twin House,New Hut - El Tagamoa,4.0,265.0,3300000,5280981.34201653,37.5
Apartment,Hadayek al-Ahram,3.0,170.0,1100000,1759894.430590933,37.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,568.0,7200000,11527334.327039262,37.5
Chalet,Ras Sedr,2.0,95.0,225000,360233.08691208885,37.5
Chalet,Ain Sukhna,2.0,100.0,820000,1312427.5856130023,37.5
Apartment,New Hut - El Tagamoa,2.0,130.0,270000,431864.2612169831,37.5
Town House,Heliopolis,3.0,165.0,460000,735511.5266125127,37.5
Chalet,Nakheel,2.0,90.0,300000,480157.9403185981,37.5
Chalet,Alamein,3.0,140.0,450000,719200.6215377396,37.4
Twin House,North Coast,4.0,205.0,1466000,2341553.8337189998,37.4
Apartment,Ain Shams,3.0,135.0,450000,719206.2212295912,37.4
Stand Alone Villa,New Hut - El Tagamoa,5.0,885.0,10000000,15966816.224441962,37.4
Town House,New Hut - El Tagamoa,4.0,252.0,3250000,5190987.164655287,37.4
Stand Alone Villa,New Hut - El Tagamoa,5.0,500.0,6000000,9579164.719655301,37.4
Apartment,Sheikh Zayed,3.0,170.0,1500000,2396042.1858993866,37.4
Stand Alone Villa,6th of October,5.0,750.0,7500000,11976640.65135367,37.4
Stand Alone Villa,Shorouk City,8.0,537.0,2014000,3217792.5542032993,37.4
Duplex,6th of October,4.0,250.0,1750000,2794579.713489791,37.4
Chalet,North Coast,3.0,125.0,350000,559484.791900891,37.4
Stand Alone Villa,New Hut - El Tagamoa,5.0,900.0,5200000,8300975.702655301,37.4
Chalet,North Coast,2.0,95.0,1200000,1917956.8024481556,37.4
Twin House,North Coast,4.0,240.0,730000,1166266.948678453,37.4
Chalet,North Coast,3.0,125.0,350000,559484.791900891,37.4
Chalet,North Coast,3.0,125.0,350000,559484.791900891,37.4
Stand Alone Villa,New Hut - El Tagamoa,3.0,210.0,3499450,5587019.543678471,37.4
Chalet,North Coast,3.0,125.0,350000,559484.791900891,37.4
Chalet,North Coast,3.0,133.0,260000,415109.1867131909,37.4
Stand Alone Villa,Madinaty,4.0,465.0,4200000,6699051.615848087,37.3
Stand Alone Villa,Sheikh Zayed,4.0,460.0,3930000,6266378.592812243,37.3
Stand Alone Villa,Madinaty,4.0,465.0,4200000,6699051.615848087,37.3
Stand Alone Villa,Hadayek al-Ahram,3.0,175.0,1250000,1993891.6251799115,37.3
Apartment,Al Manial,4.0,160.0,850000,1354860.0438631016,37.3
Chalet,Nakheel,3.0,130.0,290000,462579.140600625,37.3
Stand Alone Villa,6th of October,4.0,282.0,3100000,4944387.179664599,37.3
Town House,6th of October,4.0,300.0,3550000,5665710.769160539,37.3
Town House,Sheikh Zayed,3.0,313.0,3200000,5099882.95739465,37.3
Town House,North Coast,3.0,155.0,490000,781237.2593621304,37.3
Apartment,New Hut - El Tagamoa,2.0,138.0,2900000,4628668.229076148,37.3
Stand Alone Villa,Madinaty,4.0,456.0,4200000,6699051.615848087,37.3
Stand Alone Villa,6th of October,4.0,282.0,3100000,4944387.179664599,37.3
Apartment,Alamein,1.0,136.0,780000,1244328.3349158012,37.3
Apartment,New Hut - El Tagamoa,3.0,213.0,596600,951517.1201610866,37.3
Stand Alone Villa,New Hut - El Tagamoa,5.0,650.0,4400000,7020823.0733248675,37.3
Apartment,New Hut - El Tagamoa,3.0,144.0,440000,701625.1768779473,37.3
Apartment,6th of October,3.0,157.0,1500000,2392681.551748754,37.3
Stand Alone Villa,6th of October,6.0,528.0,4800000,7649576.4966481915,37.3
Stand Alone Villa,New Hut - El Tagamoa,5.0,543.0,2700000,4299928.586626706,37.2
Stand Alone Villa,Sheikh Zayed,6.0,660.0,9000000,14330089.430772083,37.2
Stand Alone Villa,New Hut - El Tagamoa,3.0,520.0,4000000,6371941.861870618,37.2
Apartment,Nasr City,3.0,160.0,360000,573393.030434039,37.2
Twin House,Sheikh Zayed,5.0,336.0,3300000,5255640.792634998,37.2
Chalet,Ras Sedr,2.0,105.0,475000,756485.7967750602,37.2
Stand Alone Villa,New Hut - El Tagamoa,5.0,344.0,1650000,2626514.962505755,37.2
Stand Alone Villa,New Hut - El Tagamoa,4.0,388.0,2400000,3824038.832615702,37.2
Apartment,Rehab City,3.0,170.0,1100000,1751838.7687331128,37.2
Apartment,Gamasa,2.0,95.0,400000,637373.1830197452,37.2
Stand Alone Villa,Sheikh Zayed,4.0,400.0,4100000,6533243.175424743,37.2
Chalet,New Capital City,2.0,112.0,600000,953204.356999503,37.1
Chalet,North Coast,1.0,60.0,540000,857959.9198824189,37.1
Chalet,Fayed,3.0,135.0,750000,1193247.0599093582,37.1
Apartment,Seyouf,3.0,140.0,1250000,1988071.889818682,37.1
Chalet,North Coast,3.0,160.0,400000,635678.2957556238,37.1
Chalet,Ain Sukhna,3.0,145.0,630000,1002372.9109479003,37.1
Apartment,Haram,2.0,143.0,340000,540612.1012289815,37.1
Apartment,New Capital City,3.0,164.0,312000,495655.9282938012,37.1
Apartment,New Capital City,3.0,165.0,141000,223995.43406505787,37.1
Twin House,New Hut - El Tagamoa,4.0,357.0,2100000,3340108.2661637673,37.1
Apartment,New Capital City,3.0,164.0,312000,495655.9282938012,37.1
Twin House,North Coast,3.0,500.0,2250000,3576524.0849680626,37.1
Chalet,North Coast,2.0,75.0,200000,318207.46630977374,37.1
Stand Alone Villa,Borg al-Arab,3.0,420.0,2200000,3498650.5250496026,37.1
Apartment,Ard El Lewa,4.0,160.0,650000,1031337.5622982337,37.0
Stand Alone Villa,New Hut - El Tagamoa,4.0,305.0,2400000,3809446.7991048857,37.0
Duplex,North Coast,3.0,158.0,325000,515857.97521228617,37.0
Apartment,New Hut - El Tagamoa,3.0,191.0,1550000,2458623.9464779324,37.0
Chalet,North Coast,2.0,82.0,220000,349409.9204660946,37.0
Studio,Ain Sukhna,1.0,43.0,113000,179456.24929455674,37.0
Chalet,Zamalek,3.0,177.0,570000,905057.45284775,37.0
Twin House,North Coast,3.0,220.0,720000,1143262.8412842986,37.0
Chalet,North Coast,2.0,82.0,220000,349409.9204660946,37.0
Stand Alone Villa,New Hut - El Tagamoa,5.0,480.0,9250000,14673549.42625653,37.0
Penthouse,6th of October,4.0,412.0,2142400,3400369.167220631,37.0
Stand Alone Villa,North Coast,4.0,290.0,5500000,8731053.439022088,37.0
Apartment,New Hut - El Tagamoa,4.0,233.0,490000,777771.9441496733,37.0
Chalet,North Coast,2.0,70.0,750000,1188671.2042753024,36.9
Stand Alone Villa,Sahl Hasheesh,6.0,352.0,5000000,7920569.699173251,36.9
Apartment,New Hut - El Tagamoa,2.0,94.0,1911000,3030634.49888433,36.9
Chalet,North Coast,1.0,95.0,245000,388296.2480044881,36.9
Chalet,Hurghada,2.0,105.0,600000,951376.9230232087,36.9
Chalet,Ras Sedr,3.0,135.0,287000,454712.7594994731,36.9
Stand Alone Villa,Alamein,6.0,415.0,4050000,6420650.669755216,36.9
Chalet,North Coast,2.0,92.0,320000,507270.84961926634,36.9
Chalet,North Coast,2.0,100.0,260000,411824.0712341435,36.9
Chalet,Ain Sukhna,3.0,110.0,330000,523296.10526431486,36.9
Apartment,6th of October,3.0,200.0,1250000,1980018.1447277928,36.9
Stand Alone Villa,Madinaty,4.0,700.0,9500000,15051862.486135496,36.9
Chalet,Ain Sukhna,2.0,120.0,320000,506828.31294193864,36.9
Chalet,Ain Sukhna,3.0,150.0,650000,1030391.5617427437,36.9
Twin House,New Hut - El Tagamoa,4.0,500.0,3500000,5544469.732914033,36.9
Chalet,Alamein,1.0,70.0,1300000,2061487.9628977245,36.9
Chalet,North Coast,3.0,135.0,350000,554828.5171466492,36.9
Apartment,New Hut - El Tagamoa,3.0,156.0,1550000,2452582.6029894496,36.8
Chalet,North Coast,2.0,103.0,1050000,1662250.6174799637,36.8
Apartment,New Capital City,3.0,138.0,280000,443071.2668798531,36.8
Stand Alone Villa,New Hut - El Tagamoa,4.0,239.0,690000,1092050.3891622252,36.8
Chalet,Ain Sukhna,2.0,100.0,850000,1345709.965370086,36.8
Town House,New Hut - El Tagamoa,4.0,165.0,420000,664298.0262897447,36.8
Apartment,Seyouf,1.0,40.0,130000,205594.55893858642,36.8
Town House,New Hut - El Tagamoa,5.0,250.0,1300000,2053116.3523162897,36.7
Stand Alone Villa,New Hut - El Tagamoa,5.0,840.0,10000000,15794671.35364297,36.7
Twin House,New Hut - El Tagamoa,5.0,450.0,5500000,8691830.600764997,36.7
Town House,New Hut - El Tagamoa,5.0,250.0,1300000,2053116.3523162897,36.7
Penthouse,Agami,2.0,90.0,285000,450133.1684920064,36.7
Town House,Madinaty,3.0,215.0,2000000,3161114.8310346776,36.7
Town House,New Hut - El Tagamoa,5.0,250.0,1300000,2053116.3523162897,36.7
Apartment,Mansura,3.0,140.0,650000,1026942.8793341287,36.7
Apartment,New Capital City,3.0,164.0,312000,492695.7925410425,36.7
Chalet,North Coast,3.0,165.0,460000,727001.3099797214,36.7
Chalet,Ras Sedr,3.0,135.0,288000,454712.7594994731,36.7
Town House,New Hut - El Tagamoa,5.0,250.0,1300000,2053116.3523162897,36.7
Apartment,New Capital City,3.0,170.0,270000,425988.97653231805,36.6
Chalet,North Coast,3.0,126.0,400000,630626.1776832389,36.6
Apartment,New Hut - El Tagamoa,3.0,187.0,1000000,1578402.9708797347,36.6
Twin House,Ain Sukhna,3.0,140.0,2600000,4103258.917389154,36.6
Chalet,Ain Sukhna,2.0,100.0,250000,394033.2665146016,36.6
Apartment,Sidi Beshr,3.0,148.0,1200000,1893622.5447721484,36.6
Chalet,Ain Sukhna,2.0,90.0,187000,294826.27186383994,36.6
Town House,New Hut - El Tagamoa,4.0,260.0,3650000,5755835.461807404,36.6
Apartment,New Hut - El Tagamoa,3.0,173.0,380000,599409.3373348346,36.6
Apartment,New Capital City,3.0,146.0,260000,409716.1388178004,36.5
Chalet,North Coast,2.0,114.0,400000,629512.8291090108,36.5
Chalet,Ain Sukhna,3.0,120.0,325000,511697.64758620504,36.5
Penthouse,Shorouk City,5.0,500.0,2200000,3466985.734396029,36.5
Apartment,New Hut - El Tagamoa,2.0,128.0,290000,457043.2310007022,36.5
Apartment,Nakheel,2.0,140.0,310000,487992.8590368456,36.5
Chalet,North Coast,3.0,125.0,320000,503410.18472338514,36.4
Apartment,Haram,3.0,163.0,385000,605567.7094775365,36.4
Town House,Sheikh Zayed,4.0,355.0,4400000,6915747.17436686,36.4
Chalet,North Coast,2.0,92.0,320000,503441.0304568319,36.4
Stand Alone Villa,North Coast,3.0,225.0,900000,1414518.7268415685,36.4
Twin House,New Hut - El Tagamoa,5.0,342.0,1800000,2828204.9104979783,36.4
Stand Alone Villa,New Hut - El Tagamoa,5.0,800.0,7500000,11784090.450655993,36.4
Town House,North Coast,4.0,170.0,520000,817341.0842333824,36.4
Stand Alone Villa,North Coast,5.0,350.0,900000,1414917.5525738958,36.4
Town House,North Coast,4.0,170.0,520000,817341.0842333824,36.4
Chalet,Ain Sukhna,3.0,126.0,320000,503404.3364561742,36.4
Town House,Madinaty,3.0,370.0,5000000,7864318.059695633,36.4
Chalet,North Coast,5.0,303.0,643000,1011438.041047653,36.4
Chalet,Marsa Matrouh,3.0,105.0,450000,707799.9355288176,36.4
Stand Alone Villa,North Coast,7.0,500.0,10000000,15722656.58507612,36.4
Twin House,New Hut - El Tagamoa,4.0,297.0,1250000,1960872.2285999623,36.3
Chalet,North Coast,2.0,88.0,750000,1177574.4890829932,36.3
Chalet,Ras Sedr,1.0,65.0,370000,581125.5287208786,36.3
Apartment,Sheikh Zayed,3.0,228.0,990000,1553369.1187819426,36.3
Stand Alone Villa,New Hut - El Tagamoa,4.0,460.0,8800000,13824701.939030396,36.3
Apartment,Ain Shams,3.0,70.0,165000,259167.01498651758,36.3
Stand Alone Villa,New Hut - El Tagamoa,3.0,239.0,680000,1067151.539682199,36.3
Duplex,Sheikh Zayed,5.0,350.0,1400000,2197019.897542981,36.3
Chalet,North Coast,3.0,132.0,350000,549471.9700742232,36.3
Apartment,New Hut - El Tagamoa,4.0,225.0,2100000,3296908.1934993733,36.3
Stand Alone Villa,North Coast,5.0,850.0,6500000,10187804.602325214,36.2
Apartment,Shorouk City,3.0,280.0,1600000,2508840.18649263,36.2
Apartment,New Hut - El Tagamoa,3.0,180.0,500000,783160.0787138793,36.2
Town House,(View phone number),3.0,230.0,430000,673703.9375726023,36.2
Chalet,Ain Sukhna,2.0,100.0,310000,485652.08251073165,36.2
Chalet,Ain Sukhna,2.0,100.0,310000,485652.08251073165,36.2
Stand Alone Villa,New Hut - El Tagamoa,4.0,193.0,800000,1253081.877082051,36.2
Stand Alone Villa,Shorouk City,3.0,345.0,3000000,4700924.335206717,36.2
Apartment,Badr City,4.0,200.0,800000,1253995.1392559973,36.2
Chalet,New Hut - El Tagamoa,3.0,125.0,417000,653097.2111140941,36.2
Apartment,Obour City,3.0,132.0,690000,1081402.0226880873,36.2
Town House,North Coast,3.0,145.0,450000,705599.3434976212,36.2
Chalet,Ain Sukhna,2.0,120.0,350000,548016.1000640206,36.1
Twin House,Sheikh Zayed,5.0,685.0,6250000,9787310.615396013,36.1
Stand Alone Villa,New Hut - El Tagamoa,6.0,600.0,9500000,14859554.11059409,36.1
Apartment,6th of October,3.0,360.0,2650000,4147647.8725887467,36.1
Twin House,North Coast,3.0,150.0,445100,696726.2147564848,36.1
Chalet,North Coast,4.0,175.0,3300000,5165256.799696201,36.1
Chalet,North Coast,3.0,139.0,320000,501015.9442206646,36.1
Apartment,6th of October,3.0,158.0,960000,1503359.305906909,36.1
Stand Alone Villa,Madinaty,3.0,201.0,1220000,1907933.7335696223,36.1
Apartment,Matareya,3.0,100.0,500000,781642.8585814649,36.0
Apartment,6th of October,3.0,190.0,575000,898661.5687500183,36.0
Chalet,North Coast,1.0,44.0,585000,914520.6458250923,36.0
Chalet,North Coast,3.0,132.0,390000,609681.8073797096,36.0
Chalet,North Coast,3.0,132.0,390000,609681.8073797096,36.0
Chalet,North Coast,3.0,153.0,367000,573781.6932614051,36.0
Chalet,North Coast,3.0,132.0,390000,609681.8073797096,36.0
Penthouse,Sheikh Zayed,3.0,204.0,2400000,3752454.8921451196,36.0
Apartment,Shubra al-Khaimah,3.0,130.0,450000,703310.8608591908,36.0
Town House,New Hut - El Tagamoa,5.0,225.0,2234000,3492170.392321167,36.0
Stand Alone Villa,New Hut - El Tagamoa,5.0,510.0,12000000,18738147.74110616,36.0
Chalet,North Coast,2.0,86.0,900000,1403837.3214327185,35.9
Stand Alone Villa,Madinaty,4.0,276.0,2800000,4367817.657117871,35.9
Stand Alone Villa,New Hut - El Tagamoa,7.0,600.0,8500000,13258753.518128192,35.9
Chalet,North Coast,2.0,92.0,1135000,1771689.9285672652,35.9
Town House,New Capital City,5.0,378.0,300000,468083.46190259466,35.9
Stand Alone Villa,New Hut - El Tagamoa,6.0,602.0,8900000,13879610.913634194,35.9
Studio,Ain Sukhna,1.0,50.0,600000,936023.1674342714,35.9
Town House,Sheikh Zayed,4.0,253.0,3000000,4683565.09112028,35.9
Town House,Sheikh Zayed,4.0,253.0,3000000,4683565.09112028,35.9
Chalet,Ras Sedr,3.0,105.0,600000,935669.1870859351,35.9
Chalet,North Coast,3.0,147.0,390000,608756.946434175,35.9
Chalet,North Coast,3.0,156.0,1850000,2886465.167115593,35.9
Apartment,New Hut - El Tagamoa,2.0,110.0,280000,436203.79989897535,35.8
Twin House,6th of October,4.0,320.0,3600000,5609553.036884652,35.8
Apartment,Hurghada,3.0,125.0,875000,1362609.5592310778,35.8
Apartment,Sheikh Zayed,3.0,200.0,2000000,3116150.0066251224,35.8
Town House,North Coast,4.0,170.0,500000,778595.0242773356,35.8
Stand Alone Villa,North Coast,5.0,292.0,1264800,1969914.5191887585,35.8
Chalet,North Coast,2.0,112.0,420000,654327.8849234502,35.8
Stand Alone Villa,New Hut - El Tagamoa,4.0,370.0,7000000,10909400.913280305,35.8
Stand Alone Villa,Amreya,5.0,370.0,3200000,4987672.500634944,35.8
Town House,North Coast,4.0,170.0,500000,778595.0242773356,35.8
